Review,Rating,Review_clean,sentiment
4 inches of space between collar and back of my neck.,1,4 inch space collar neck,0.0
Wasn't what I expected,2,not expect,0.0
Comfy but Ride up,4,comfy ride,0.0
"Pretty fabric, ok fit",4,pretty fabric ok fit,0.7845
Be careful with laundering,3,careful laundering,0.1531
Super nice,5,super nice,0.7717
"Big, boxy sweater",3,big boxy sweater,0.0
oversized but at the same time too small to zip up! Very odd,1,oversized time small zip odd,-0.3182
The fit was awful.,2,fit awful,-0.128
Bought 3 pairs in different colors,4,buy 3 pair different color,0.0
Way too big/colors off,2,way bigcolor,0.0
Multiple compliments,5,multiple compliment,0.4767
"Comfortable,  well-made in the USA!",5,comfortable   wellmade usa,0.5106
"So cute, but tricky fit",4,cute tricky fit,0.5994
Fun suit,3,fun suit,0.5106
So cute....but,3,cutebut,0.0
Practical shorts,3,practical short,0.0
Skinny arms...,3,skinny arm,0.0
Unique white top,4,unique white,0.0
Shorter than advertised,3,short advertise,0.0
Cute top it wrinkles with washing and material stains easy,2,cute wrinkle washing material stain easy,0.7096
too big,1,big,0.0
Sweet little jacket,4,sweet little jacket,0.4588
Great quality shorts,4,great quality short,0.6249
Very nice comfortable and well made.,4,nice comfortable,0.7269
"It's like a work of art, but sadly, not flattering",2,like work art sadly flattering,0.25
Funky seams,3,funky seam,-0.1027
"Nice, unfortunately didn't work for me",4,nice unfortunately not work,0.1027
Comfort & style in one great top!,5,comfort   style great,0.765
Didn’t Keep Product,1,not product,0.0
"Cute at first, fades with 2 washes!",3,cute fade 2 wash,0.4588
Beautiful dress but poor quality,2,beautiful dress poor quality,0.2023
Fabric has a sheen,1,fabric sheen,0.0
Great Top,5,great,0.6249
Poor design.,1,poor design,-0.4767
Product didn't fit or feel as advertised.,1,product not fit feel advertise,-0.2755
Not worth full price!,3,worth price,0.2263
Damaged and clearly counterfeit,1,damage clearly counterfeit,-0.128
Comfy but...,3,comfy,0.0
Great for a luau,4,great luau,0.6249
Torn after a few wears!,2,tear wear,0.0
Please make this in solid colors!,4,solid color,0.1531
Run VERY small & very stiff,3,run small   stiff,0.0
Good looking ...limited quality,2,good look limited quality,0.25
"Good fit for slender boys, but not durable.",3,good fit slender boy durable,0.6597
A+ tee,5,tee,0.0
"Cute romper, material... meh",4,cute romper material meh,0.4019
"Cute, elegant, and warm",5,cute elegant warm,0.7906
Waist not stretchy,3,waist stretchy,0.0
Good pants but the main pockets are shallow,4,good pant main pocket shallow,0.4404
Cumple con todas las características mencionadas. Excelente producto.,5,cumple con todas las características mencionadas excelente producto,0.0
Ok but thin,3,ok thin,0.296
stunning. loved.,5,stunning love,0.7783
Cute fit,5,cute fit,0.6705
Perfect jean jeggings,5,perfect jean jegging,0.5719
Know what rise you need,3,know rise need,0.0
Lightweight and cute!,5,lightweight cute,0.4588
Nice shirt. Color not what photo depicts,3,nice shirt color photo depict,0.4215
Sits low on hips .. oK for a really fit model type,1,sit low hip   ok fit model type,0.3818
pants came ruined,1,pant came ruin,-0.5859
No Vest. Please fix this. Plus this is not the same as advertised,2,vest fix plus advertise,0.0
Comfy and lovely,5,comfy lovely,0.5859
Heavy and unflattering,2,heavy unflattering,0.0
"Not loving the extra stretchy fabric, part 2",2,love extra stretchy fabric 2,0.6369
So disappointing!,1,disappointing,-0.4939
What a shame,1,shame,-0.4767
Over priced low quality,2,price low quality,-0.2732
"Rough, scratchy",2,rough scratchy,0.0
Fabric pattern can be askew,4,fabric pattern askew,0.0
"Great shirt, but don't expect it to last",3,great shirt not expect,0.6249
Could have been better quality -no lining,2,well quality lining,0.2732
Exactly what was expected,4,exactly expect,0.0
Very soft and comfy!,5,soft comfy,0.0
Needs a zipper,3,need zipper,0.0
needw bettee pics,1,needw bettee pic,0.0
Comfy work dress,4,comfy work dress,0.0
Cute though thin dress,3,cute thin dress,0.4588
"Thicker than expected, but not an issue.",4,thick expect issue,0.0
Maternity tablecloth,1,maternity tablecloth,0.0
"Very soft, comfortable top",4,soft comfortable,0.5106
Like them.....but.....,3,like thembut,0.3612
Fair,3,fair,0.3182
Frumpy looking on petite frame,3,frumpy look petite frame,0.0
Boho perfect,5,boho perfect,0.5719
Unique and a great fit,4,unique great fit,0.765
Wouldn't buy these again,2,not buy,0.0
Sparkly sweater,2,sparkly sweater,0.0
Fake product,1,fake product,-0.4767
Keeps me warm,5,keep warm,0.2263
Amazingly amazing,5,amazingly amazing,0.624
"Cute, but not in love",4,cute love,0.802
Good very well and looks elegant,5,good look elegant,0.7184
"Pattern is excellent, fit is not",4,pattern excellent fit,0.7351
Amazing retro style,5,amazing retro style,0.5859
Sleeves too short. Not a large tall as advertised and labeled. Maybe a an extra large?,1,sleeve short large tall advertise label maybe extra large,0.0
"high quality, flattering, comfy",5,high quality flatter comfy,0.1027
Not a set,1,set,0.0
Shirts are VERY Undersized,1,shirt undersized,0.0
Its fits much smaller than blue jeans,3,fit small blue jean,0.3612
Lo volvería a comprar,5,lo volvería comprar,0.0
Love love love this twin slick,5,love love love twin slick,0.9274
After 10 days the zip is broken…. So sad. It was great but I can’t wear it anymore,2,10 day zip break sad great not wear anymore,0.25
Not what the listing said…,1,listing say,0.0
Felt stuffy in it.,2,feel stuffy,0.0
Good Brand and Material,5,good brand material,0.4404
Super cute but runs small,3,super cute run small,0.7845
Beautiful maroon top,4,beautiful maroon,0.5994
Pretty but unsure,4,pretty unsure,0.296
Not what I thought really disapointed.,3,think disapointe,0.0
Wish it had a little more shape,4,wish little shape,0.4019
Strong odor,2,strong odor,0.5106
Horrible lining,4,horrible lining,-0.5423
Item received has a flaw,2,item receive flaw,0.0
Doesn't fit,2,not fit,-0.2755
Says solids are 100% cotton - IMO they're NOT  + +  is creepy THIN,2,say solid 100 cotton   imo      creepy thin,0.1531
Not as Large as Pictured,3,large picture,0.0
Smelled Bad. Sent back.,1,smell bad send,-0.5423
Fun tee,4,fun tee,0.5106
Very flattering but between seasons,4,flattering season,0.3182
Length off,4,length,0.0
Shrink 50% material is so thin it’s see thru,1,shrink 50 material thin,0.0
"Great comfort, Great price.",5,great comfort great price,0.8934
Lokka tunic,2,lokka tunic,0.0
Clown Pants,3,clown pant,0.0
A nice basic,4,nice basic,0.4215
Every day leggings at a great price,4,day legging great price,0.6249
"Cute shirt, not worth price point",3,cute shirt worth price point,0.5994
Nice sweatshirt,5,nice sweatshirt,0.4215
Cool cords!,4,cool cord,0.3182
"Fabric was flemsy, si I returned",3,fabric flemsy si return,0.0
Average and plain,3,average plain,0.0
did not fit me,3,fit,0.3612
Size runs tight in waist one pair was ok second pair couldn't button,2,size run tight waist pair ok second pair not button,0.296
My son didn’t like the style,4,son not like style,-0.2755
Very baggie fit.,3,baggie fit,0.3612
Order a size up runs small,1,order size run small,0.0
Design fix,3,design fix,0.0
Pretty but too short,3,pretty short,0.4939
One pocket was sewn closed. One snap button doesn't snap.,2,pocket sew closed snap button not snap,0.0
"Isn’t American made quality, feels cheap,",1,not american quality feel cheap,0.0
Jessica is this a joke?,1,jessica joke,0.296
Size not accurate,1,size accurate,0.0
Super soft!!,5,super soft,0.5994
The perfect complement to the shorts,5,perfect complement short,0.5719
"Bad fit, uncomfortable.",1,bad fit uncomfortable,-0.5574
See through and strange,1,strange,-0.2023
Very nice shirt,4,nice shirt,0.4215
Weird Fit in the Crotch,2,weird fit crotch,0.2023
Nice and soft fabric,4,nice soft fabric,0.4215
Beware the butt sag.,2,beware butt sag,0.0
Porportions seem odd,2,porportion odd,-0.3182
Baggie and big,2,baggie big,0.0
Fits well for curvy petite people,5,fit curvy petite people,0.3612
Pretty darn adorable..........................,5,pretty darn adorable,0.7506
Well made detailed,4,detailed,0.0
The most OK-est purchase in a while.  Back pockets were stitched shut,2,okest purchase   pocket stitch shut,0.0
"It looks good, but my husband says it's itchy",3,look good husband say itchy,0.2023
Poor quality for price,2,poor quality price,-0.4767
Shapeless tent,1,shapeless tent,0.0
Odd material,3,odd material,-0.3182
Not regular or relaxed fit. Even ordered 1 size larger. Runs smaller then described.,1,regular relaxed fit order 1 size large run small describe,0.6908
PICTURE ONLINE WAS VERY DECIEVING,1,picture online decieving,0.0
Jolly arms =/= jolly jacket,3,jolly arm   jolly jacket,0.765
Beautiful one-of-a-kind jacket,5,beautiful oneofakind jacket,0.5994
Very nice fabric but very weird elastic band in buttcrack,3,nice fabric weird elastic band buttcrack,0.2732
Very cheap and poorly mad,1,cheap poorly mad,-0.4939
Levi's 502 Taper is MY model.,5,levis 502 taper model,0.0
Sent to me damaged,2,send damaged,-0.4404
Size up and you'll love it,4,size ll love,0.6369
Beautiful flattering dress,5,beautiful flattering dress,0.7351
Very cute but smaller than expected.,4,cute small expect,0.4588
"Cute, very see through",3,cute,0.4588
Cute and comfy layer,4,cute comfy layer,0.4588
Nice zip up hoodie,5,nice zip hoodie,0.4215
wouldnt buy again,1,not buy,0.0
Skirt dimensions are off,4,skirt dimension,0.0
Unusually poor design by hd in paris,1,unusually poor design hd paris,-0.5256
Very flimsy,1,flimsy,0.0
Not best quality,2,good quality,0.4404
100% see thru,1,100,0.0
Shipped wrong size,1,ship wrong size,-0.4767
Great look but one of the sleeve clasps broke.,4,great look sleeve clasp break,0.6249
Good price for what it is.,4,good price,0.4404
Very pretty and very lightweight fabric,3,pretty lightweight fabric,0.4939
"Sleeves are elbow length, not full length",3,sleeve elbow length length,0.0
The waist band is tight! Which is good but seems tighter than I expected!,4,waist band tight good tight expect,0.4404
quality: zipper broke only after 3 months - how can I get a refund?,1,quality zipper break 3 month   refund,0.0
Yikes!,2,yike,0.0
Not flattering on me...,3,flattering,0.3182
Great bathing suits,5,great bathing suit,0.6249
Good till you wash,1,good till wash,0.4404
Fun fall tunic,4,fun fall tunic,0.5106
A little short but...,4,little short,0.0
Notice: very wide leg,1,notice wide leg,0.0
Great but not for me,2,great,0.6249
Not the pink like on picture,2,pink like picture,0.3612
Mickey Mouse pj’s,5,mickey mouse pjs,0.0
Too small and too big!,1,small big,0.0
Good material but not eye catching.,3,good material eye catch,0.4404
Love this!!!,5,love,0.6369
Snagged this on sale for $20. You've gotta be kidding me! Amazing!,5,snag sale 20 ve get to kid amazing,0.5859
Mad for plaid,4,mad plaid,-0.4939
Too loose for me,3,loose,-0.3182
Love the details,5,love detail,0.6369
Buy next size up,4,buy size,0.0
Stitching came out,2,stitch come,0.0
"Poor quality, wrong sizes",1,poor quality wrong size,-0.7351
Flattering flutter tee,4,flattering flutter tee,0.3182
Extremadamente pequeño,1,extremadamente pequeño,0.0
Nice spring top,4,nice spring,0.4215
I think the fabric slipped when being cut and wouldn’t lay flat.,3,think fabric slip cut not lay flat,-0.2732
Frayed apart,1,fray apart,0.0
Foiled once again by my petite-ness,3,foil petiteness,0.0
Odd Smell,1,odd smell,-0.3182
Beautiful but slight problem,3,beautiful slight problem,0.3597
Great shirt for people who tend to sweat,4,great shirt people tend sweat,0.6249
Could not ever attempt to try it on!,1,attempt try,0.0
"Beautiful print, bad design",2,beautiful print bad design,0.1027
Very thin.,2,thin,0.0
Adorable and funky,5,adorable funky,0.4215
Pants looked so different,1,pant look different,0.0
Small Pockets. Also does not fit large men.,2,small pocket fit large man,0.3612
"Pretty in picture; but, disappointing in reality",3,pretty picture disappointing reality,0.0
"Sleepwear, men's lounge pajamas",5,sleepwear men lounge pajama,0.0
Colors don’t match to picture,3,color not match picture,0.0
Too tight neck!,2,tight neck,0.0
True sizing,2,true sizing,0.4215
"Snags easily, ruined in the first two weeks",1,snag easily ruin week,-0.34
NOT A GOOD BUY,1,good buy,0.4404
Tts or runs big,5,tts run big,0.0
Really pretty!,3,pretty,0.4939
Cute but disappointing,2,cute disappointing,-0.0516
"Tight at waist, very baggy in legs",3,tight waist baggy leg,0.0
Yuck.,3,yuck,0.0
"Beautiful color, poor design in the back",3,beautiful color poor design,0.2023
It is not cotton feel,3,cotton feel,0.0
"Great colors, wide straps, sheer",4,great color wide strap sheer,0.6249
Really small,2,small,0.0
Amazing purchase,5,amazing purchase,0.5859
Waist elastic gave out,2,waist elastic give,0.0
GREAT SWEATER,5,great sweater,0.6249
I wear large this not the correct size not polyester cotton,1,wear large correct size polyester cotton,0.0
Couldn't get it to work!,2,not work,0.0
It came with a hole in it. The seams were undone,1,come hole seam undo,0.0
Perfect fit!!!,5,perfect fit,0.7351
El color muy lindo,4,el color muy lindo,0.0
Hubby loves it,5,hubby love,0.6369
Weak stitches,2,weak stitch,-0.4404
Ok dress,3,ok dress,0.296
Teal blue color not as pictured,4,teal blue color picture,0.0
"Fun, elegant, stops others",5,fun elegant stop,0.6369
Soft with just enough structure,4,soft structure,0.0
Ripped after 30 minutes at home,3,rip 30 minute home,0.0
No closure,3,closure,0.0
Not what it appears,3,appear,0.0
Amoret romper,4,amoret romper,0.0
"Returned item, but never received refund. 2nd time.",2,return item receive refund 2nd time,0.0
Awful. Poor quality 😢. Sending back!,1,awful poor quality   send,-0.7269
Great comfortable casual dress,5,great comfortable casual dress,0.8481
"Cute colors, cute tee",2,cute color cute tee,0.7184
dark wash denim aged. Unexpected.,3,dark wash denim age unexpected,0.0
No muy util,1,muy util,0.0
Does not at all fir like picture!,3,fir like picture,0.3612
Spooky sweater,4,spooky sweater,0.0
Cheap don’t buy it,1,cheap not buy,0.0
Length is far too short,2,length far short,0.0
"Fits nicely, transparent",3,fit nicely transparent,0.6597
Every Pair Is A Different Size,1,pair different size,0.0
Love but a little too much flow,3,love little flow,0.6369
Ab fab skirt!!!,5,ab fab skirt,0.4588
Sleepable jeans,5,sleepable jean,0.0
Cute sweater!,5,cute sweater,0.4588
Beautiful coat- shedding could be a deal breaker,4,beautiful coat shedding deal breaker,0.5994
The cut on the sides are a too exaggerated,1,cut side exaggerated,-0.3612
Sux,1,sux,-0.3612
"Too small, not stretchy",1,small stretchy,0.0
Poorly Made for My Body,2,poorly body,0.0
Bad decision,1,bad decision,-0.5423
Not the same as previous pair I have in different color,2,previous pair different color,0.0
Avoid stain remover with these pants!,3,avoid stain remover pant,-0.296
"So soft, but the pieces don't fit",3,soft piece not fit,-0.2755
It was marked XL but was more of a 2X to 3X,1,mark xl 2x 3x,0.0
Odd cut at shoulders,2,odd cut shoulder,-0.5267
Skater boy pants.,1,skater boy pant,0.0
Terrible seams on the inside,2,terrible seam inside,-0.4767
"Fit very well, but wrinkles are dyed into fabric",4,fit wrinkle dye fabric,0.3612
Runs to big,3,run big,0.0
"Cheap, thin, poor quality",1,cheap thin poor quality,-0.4767
Very comfortable Great fit,5,comfortable great fit,0.872
Wish it would’ve fit.,4,wish ve fit,0.6369
"Ordered two (I'm an in-between size):  One sweater was just right, comfortable and high quality.",5,order m inbetween size   sweater right comfortable high quality,0.5106
Fits differently than other washes,4,fit differently wash,0.3612
Patterned shirts not the same as solids,5,pattern shirt solid,0.1531
So pretty and great style,5,pretty great style,0.8074
"Lightweight, but that's ok.",4,lightweight s ok,0.296
Dirty,1,dirty,-0.4404
"Not really ""STRETCH""",2,stretch,0.0
It fits perfect!,5,fit perfect,0.7351
Not really a dress more a nightgown,2,dress nightgown,0.0
Runs large moms!!! I have a big toddler size down,2,run large mom big toddler size,0.0
Great winter basic!,4,great winter basic,0.6249
"Lovely pants, bad fit",3,lovely pant bad fit,0.4215
Perfect lightweight cardigan,5,perfect lightweight cardigan,0.5719
Didn't meet expectations,2,not meet expectation,0.0
"Returned, but NO REFUND....DO NOT BUY FROM THIS VENDORI",1,return refunddo buy vendori,0.0
A great look but not as shown online.,4,great look show online,0.6249
Oversized and itchy,3,oversized itchy,-0.2732
No es señida al cuerpo como esperaba,4,es señida al cuerpo como esperaba,0.0
Such a cute and versatile piece,5,cute versatile piece,0.4588
very thin poor quality material,2,thin poor quality material,-0.4767
Its cheaper on Sheins actually website,1,cheap shein actually website,0.0
Adorable but runs big,2,adorable run big,0.4939
A beautiful fit!,5,beautiful fit,0.7506
bien,4,bien,0.0
Beautiful top!!,4,beautiful,0.5994
Attractive and comfortable,5,attractive comfortable,0.7351
Another synthetic fabric...,2,synthetic fabric,0.0
"Strange sizing, but fabulous color",3,strange sizing fabulous color,0.3818
Cute but too big need to exchange,4,cute big need exchange,0.4588
Bizarre seams at waist,2,bizarre seam waist,-0.3182
Small up top,4,small,0.0
This Product is Too Difficult to Return!!!!,1,product difficult return,-0.3612
Cute but can add love handles,3,cute add love handle,0.802
This is completely see through. Can not wear it,1,completely wear,0.0
RETURNING!,1,return,0.0
Classic CK quality.,5,classic ck quality,0.0
Nothing like pic,1,like pic,0.3612
Prob good if you're curvy,3,prob good curvy,0.4404
Amazing detail!,5,amazing detail,0.5859
Super feminine. love!,4,super feminine love,0.8442
"poor material, way longer then the picture and color is lighter.",2,poor material way long picture color light,-0.4767
"Very comfortable jeans, not tight, long enough to go over the shoe",4,comfortable jean tight long shoe,0.5106
Darling but size down,3,darling size,0.5859
Not what it says,1,say,0.0
poor quality for Levi’s,1,poor quality levis,-0.4767
Nice simple staple,5,nice simple staple,0.4215
Great to wear,5,great wear,0.6249
Nice and comfy PJs,5,nice comfy pjs,0.4215
Super cute but fits super small...,3,super cute fit super small,0.9231
Over sized fit,4,sized fit,0.3612
Too cheap for the price,2,cheap price,0.0
"This product does not wash well, came out of delicate cycle faded and blotchy",1,product wash come delicate cycle fade blotchy,0.0516
Gathered on only one side of waist,3,gather waist,0.0
Too low and very big armholes!,2,low big armhole,-0.2732
"THESE ARE NOT BAMBOO, LINEN, OR COTTON AS ADVERTADVERTISED! 95% Polyester",2,bamboo linen cotton advertadvertise 95 polyester,0.0
I’m pleased with the quality of this product but..,4,m pleased quality product,0.4404
"Soft, warm, & cozy",5,soft warm   cozy,0.2263
Not soft at all,1,soft,0.0
Poor quality - unwearable,1,poor quality   unwearable,-0.4767
One in the pack is to small,2,pack small,0.0
"High hopes, but tiny and flimsy",1,high hope tiny flimsy,0.4404
Best swim skirt ever...please offer more options,5,good swim skirt everplease offer option,0.4404
Has potentail,3,potentail,0.0
Pretty but too tight on arms,2,pretty tight arm,0.4939
Hanes does not seem to make quality products anymore,1,hane quality product anymore,0.0
Took three orders to get right size! The 3rd order XL-32” was the one!,5,take order right size 3rd order xl32,0.0
Sleeves destroy this beautiful blouse,1,sleeve destroy beautiful blouse,0.1027
"Smaller arms, larger body",2,small arm large body,0.0
Lovely fall coat,4,lovely fall coat,0.5859
Too small and too large at the same time,2,small large time,0.0
Amazon Essentials is my new brand,5,amazon essential new brand,0.1779
Comfy yet stylish,4,comfy stylish,0.0
Not worth the time to purchase:,1,worth time purchase,0.2263
Two versions?,3,version,0.0
Loved the color and fabric but fit was not great,2,love color fabric fit great,0.8957
Pretty dress. fit was not for me.,4,pretty dress fit,0.6908
size is not accurate,3,size accurate,0.0
Wrong item recieved,2,wrong item recieve,-0.4767
They got two bunch of a baggie fit don’t like them just got tired of returning,1,get bunch baggie fit not like get tired return,0.4207
Something wrong here.,1,wrong,-0.4767
Too big and baggy,3,big baggy,0.0
"Stiff, thin, unflattering",2,stiff thin unflattering,0.0
Style 👍,4,style,0.0
Very comfortable lots of pockets and looks good!,5,comfortable lot pocket look good,0.7351
Buckles and zippers and buttons and straps,3,buckle zipper button strap,0.0
Ripped easily,1,rip easily,0.34
Not for Summer,2,summer,0.0
They were too short,4,short,0.0
"Nice jeans, though could use more belt loops",3,nice jean use belt loop,0.4215
Nice jacket....,5,nice jacket,0.4215
Horrible for and horribly sawn / crooked,1,horrible horribly saw   crook,-0.7845
Short wasted and fun,4,short waste fun,0.128
Love pilcros!,4,love pilcro,0.6369
Material and fit.,1,material fit,0.3612
Proportions are not correct for average person,2,proportion correct average person,0.0
Top fit too sloppy,3,fit sloppy,0.3612
Classic fit,5,classic fit,0.3612
Pretty party piece,4,pretty party piece,0.7096
Very sheer and run big,2,sheer run big,0.0
Zipper broken upon arrival,1,zipper break arrival,0.0
Transitional magic,4,transitional magic,0.0
"Comfy, but not made to last",3,comfy,0.0
So perfect,5,perfect,0.5719
Too big armholes,2,big armhole,0.0
Short are to small,3,short small,0.0
Neck to big,4,neck big,0.0
"Perfect in theory, good in reality",4,perfect theory good reality,0.765
as described - buttttttt?,4,describe   buttttttt,0.0
"Like the style, softness, comfort and many, many available pockets.",4,like style softness comfort available pocket,0.6124
"Fit perfectly, am satisfy with the purchase",4,fit perfectly satisfy purchase,0.8658
Linen coolness,4,linen coolness,0.0
Why change a classic?,1,change classic,0.0
Like the color and the fit,5,like color fit,0.6124
So pretty in person.,4,pretty person,0.4939
Great Color But Too tight,3,great color tight,0.6249
Too big/so soft,3,bigso soft,0.0
"Great price, wrinkled",3,great price wrinkle,0.6249
It was big and ugly and old looking and manly nothing Flattering about it at all,1,big ugly old looking manly flattering,-0.25
Cute fall casual top,4,cute fall casual,0.5859
Plaid jacket,1,plaid jacket,0.0
Feminine flutter!,5,feminine flutter,0.0
"Ripped in less than 3 months, what a joke",1,rip 3 month joke,0.296
Good Fit and Comfortable,5,good fit comfortable,0.8271
Great light weight for work,5,great light weight work,0.6249
Fun and comfy,4,fun comfy,0.5106
Too sheer!,2,sheer,0.0
Fun and festive suit!,5,fun festive suit,0.743
Pretty but awkward,3,pretty awkward,0.3818
"Too short ""short"" sleaves",3,short short sleave,0.0
Different than pictured,2,different picture,0.0
These are great,5,great,0.6249
Terrible material terrible fit.,1,terrible material terrible fit,-0.5719
ripped,2,rip,0.0
"Warm dress, with a few issues.",3,warm dress issue,0.2263
Not a slim fit shirt,1,slim fit shirt,0.3612
Bad button holes,2,bad button hole,-0.5423
"Pretty, flown dress",3,pretty fly dress,0.4939
"Beautiful, but beware! ""cheeky"" coverage",4,beautiful beware cheeky coverage,0.5994
Muddy color,3,muddy color,0.0
"Cute top, a bit too low cut for me",4,cute bit low cut,-0.0516
not a good deal,2,good deal,0.4404
Shrank drastically the first time inwashed it,3,shrink drastically time inwashe,0.0
Sizes run very small,1,size run small,0.0
short body length,3,short body length,0.0
Run small!!,3,run small,0.0
Runs large through the chest...,4,run large chest,0.0
Great transition dress,4,great transition dress,0.6249
Size uo,5,size uo,0.0
Good? maybe...,4,good maybe,0.4404
Beautiful and comfortable but not flattering,4,beautiful comfortable flattering,0.8591
Down with drycleaning,2,drycleane,0.0
"Good T-shirt, good value",4,good tshirt good value,0.802
Sleeves are very narrow,1,sleeve narrow,0.0
Cute but no shape or support up top,3,cute shape support,0.6908
"It a slim to tight fit for me, I returned it.",1,slim tight fit return,0.3612
Ehhh...,3,ehhh,0.0
Great style and easy to wear,4,great style easy wear,0.7906
Very well made - runs large!,3,  run large,0.0
Craftsmanship,3,craftsmanship,0.0
I wanted to love it...,2,want love,0.6705
Beautiful! ...but not for a long torso,4,beautiful long torso,0.5994
Not as tapered as I expected but overall nice for the price and very lightweight.,4,taper expect overall nice price lightweight,0.4215
Excellent.,5,excellent,0.5719
We can finally get that fit good,5,finally fit good,0.6597
Stretched out upon receipt,1,stretch receipt,0.0
Abnormally large armholes,1,abnormally large armhole,0.0
Silky and sweet,4,silky sweet,0.4588
Inconsistant in size!,4,inconsistant size,0.0
Doesn’t hold shape,4,not hold shape,0.0
Cute shirt but runs large,2,cute shirt run large,0.4588
A jacket or dress for a four-season wardrobe,5,jacket dress fourseason wardrobe,0.0
Love`,5,love,0.6369
Too much shrinkage in top,3,shrinkage,0.0
Not retailer's best,2,retailer well,0.2732
I didn't love it,3,not love,-0.5216
Material was too cheaply.... if that makes sense lol,1,material cheaply make sense lol,0.4215
More faded than they look here,3,fade look,0.0
Depending on body type and size,4,depend body type size,0.0
A little tight,4,little tight,0.0
Big and see through,3,big,0.0
Great summer pant!,4,great summer pant,0.6249
professional and simple black dress.,5,professional simple black dress,0.0
Most unflattering shorts ever,2,unflattering short,0.0
WAY TOO SMALL!,1,way small,0.0
It’s made of very cheap fabric,2,cheap fabric,0.0
They were too long.,2,long,0.0
A tent,1,tent,0.0
"Warning if you are ""average"" height!",4,warn average height,-0.1027
Buttons fell off,1,button fall,0.0
love the material and design,4,love material design,0.6369
Always fit well,4,fit,0.3612
Nice jacket and worth the money.,4,nice jacket worth money,0.5719
Too much for this sweater,3,sweater,0.0
This was quite short,3,short,0.0
Fully two sizes smaller than expected,3,fully size small expect,0.0
HUGE fit. I ordered a small and it fits like a large,2,huge fit order small fit like large,0.8316
Will never be the same after washing,1,washing,0.0
Very unique and flattering,5,unique flattering,0.3182
What a mess,2,mess,-0.3612
sizing is all wrong.,2,size wrong,-0.4767
Pretty color and design. odd fit.,4,pretty color design odd fit,0.5267
Not quite perfect,3,perfect,0.5719
Suprisingly great!,5,suprisingly great,0.6249
Very comfy- dress up or down,4,comfy dress,0.0
Adorable...!!!,4,adorable,0.4939
Like a robe,3,like robe,0.3612
Pants fit; jacket n vest too small,3,pants fit jacket n vest small,0.3612
Pant legs were not hemmed,1,pant leg hem,0.0
"Nice idea, but tricky to get on and off",3,nice idea tricky,0.296
Worked perfectly for my bf and I couples safari trip!,4,work perfectly bf couple safari trip,0.6369
Petra tank,5,petra tank,0.0
Can;t decide on color,5,not decide color,0.0
Very bad collar,2,bad collar,-0.5423
Rolling Cotton and Stretched Fit!,2,roll cotton stretch fit,0.3612
Fun blouses with cute patterns,4,fun blouse cute pattern,0.743
Too short and way too see through,1,short way,0.0
Waist is off.,4,waist,0.0
LOVE ❤️ IT!,5,love  ,0.6369
Love the length- hate the buttons fall off,2,love length hate button fall,0.128
Dirty look does fade over time,4,dirty look fade time,-0.4404
"Boxy, short and unflattering",2,boxy short unflattering,0.0
Unique long piece,4,unique long piece,0.0
They really do come large,4,come large,0.0
Unique design but runs small,4,unique design run small,0.0
Good for days when you aren’t feeling so confident,3,good day not feel confident,0.0701
Rode up and ink bled,1,ride ink bleed,0.0
Victoria Secret Satin Quality,5,victoria secret satin quality,0.0
"Beautiful sweater, but...",3,beautiful sweater,0.5994
Bottoms felt like a bigger size than the top.,3,bottom feel like big size,0.3612
The perfect pant for warmer weather,5,perfect pant warm weather,0.6808
Perfect !! Lo,5,perfect   lo,0.5719
Unflattering at best!,1,unflattering well,0.2732
"Flimsy made, not what I expected",1,flimsy expect,0.0
Nice pants but too small,4,nice pant small,0.4215
Beautiful dress terrible material,1,beautiful dress terrible material,0.2023
Thin Material but good fit,4,thin material good fit,0.6597
Swiss milkmaid,3,swiss milkmaid,0.0
"Flattering style, too small",3,flattering style small,0.3182
Was not impressed with the fit.,2,impressed fit,0.6808
Not for large busts,3,large bust,0.0
Pretty good shirt for the price,4,pretty good shirt price,0.7269
"Amazing, versatile shirt",5,amazing versatile shirt,0.5859
It wasn’t soft like I was expecting.,1,not soft like expect,-0.2755
Short but great with high rise pants,4,short great high rise pant,0.6249
It's growing on me...,5,grow,0.0
Pretty but boxy,4,pretty boxy,0.4939
Lasted a week,1,last week,0.0
Good Bargain!,5,good bargain,0.5719
not my favorite,3,favorite,0.4588
Love *almost* everything about it,4,love,0.6369
Strong chemical smell,1,strong chemical smell,0.5106
Not as advertised.,1,advertise,0.0
The top was strangling me...buy a long sleeve..no button top..,3,strangle mebuy long sleeveno button,0.0
STIFF,2,stiff,0.0
Great sweater & color!,5,great sweater   color,0.6249
I think they are fake,1,think fake,-0.4767
Super slimming,5,super slimme,0.5994
Sleeves are inaccurate,2,sleeve inaccurate,0.0
The zippers in the pockets are not strong enough for normal use,1,zipper pocket strong normal use,0.5106
No structure,2,structure,0.0
A full size too small,1,size small,0.0
"Cute, comfortable but runs large",4,cute comfortable run large,0.743
se encoge en la secadora,3,se encoge en la secadora,0.0
Comfortable and perfect fit,5,comfortable perfect fit,0.8591
In love with nala!,5,love nala,0.6369
"Lovely, but fit/cut is a little odd",4,lovely fitcut little odd,0.4201
Nice color and cut,4,nice color cut,0.1779
Beautiful but not for girls with curves,3,beautiful girl curve,0.5994
Fit well and a quality item.,5,fit quality item,0.3612
